age,job,marital,education,balance,housing,loan,day,month,campaign,pdays,previous,poutcome,result
45,admini_management,married,tertiary,1323,yes,no,17,11,1,-1,0,unknown,no
48,admini_management,married,tertiary,3419,yes,no,17,11,1,-1,0,unknown,no
55,no_active_income,married,secondary,103,yes,yes,17,11,1,-1,0,unknown,no
47,admini_management,married,tertiary,1028,no,yes,17,11,1,-1,0,unknown,no
48,admini_management,single,secondary,17,yes,no,17,11,1,-1,0,unknown,no
39,admini_management,married,secondary,2598,no,no,17,11,1,-1,0,unknown,no
47,blue-collar,married,secondary,1484,no,no,17,11,1,119,3,failure,no
40,self-employed,single,tertiary,1693,yes,no,17,11,1,-1,0,unknown,no
37,admini_management,single,tertiary,411,yes,yes,17,11,1,-1,0,unknown,no
50,admini_management,married,tertiary,4278,no,no,17,11,1,-1,0,unknown,no
38,admini_management,married,tertiary,494,no,no,17,11,1,104,2,other,no
59,admini_management,married,secondary,231,no,yes,17,11,1,-1,0,unknown,no
54,blue-collar,single,secondary,198,yes,yes,17,11,1,171,2,failure,no
32,admini_management,married,tertiary,2516,no,no,17,11,1,-1,0,unknown,no
52,admini_management,married,tertiary,1701,yes,yes,17,11,1,117,2,other,no
48,admini_management,single,secondary,295,yes,no,17,11,1,164,2,success,no
52,admini_management,married,secondary,1274,yes,no,17,11,1,-1,0,unknown,no
57,admini_management,single,secondary,1878,yes,no,17,11,1,-1,0,unknown,no
43,services,married,secondary,3305,yes,no,17,11,1,-1,0,unknown,no
45,blue-collar,married,secondary,1,yes,no,17,11,1,-1,0,unknown,no
30,admini_management,single,secondary,2785,no,yes,17,11,1,-1,0,unknown,no
46,admini_management,married,primary,-292,yes,no,17,11,1,-1,0,unknown,no
40,admini_management,married,tertiary,8969,yes,no,17,11,1,-1,0,unknown,no
52,admini_management,married,tertiary,2901,no,no,17,11,2,-1,0,unknown,no
53,blue-collar,married,secondary,65,no,no,17,11,1,-1,0,unknown,no
49,services,married,secondary,1114,no,no,17,11,1,-1,0,unknown,no
45,blue-collar,married,secondary,1477,yes,no,17,11,1,132,1,failure,no
54,blue-collar,married,secondary,465,yes,yes,17,11,1,-1,0,unknown,no
49,services,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
39,admini_management,married,secondary,401,yes,no,17,11,1,129,2,failure,no
39,blue-collar,married,primary,3324,no,no,17,11,1,131,1,failure,no
54,blue-collar,married,primary,2440,no,yes,17,11,1,-1,0,unknown,no
57,blue-collar,married,tertiary,0,yes,yes,17,11,1,-1,0,unknown,no
37,admini_management,married,tertiary,0,no,no,17,11,1,123,2,failure,no
42,housemaid,married,secondary,477,yes,yes,17,11,2,-1,0,unknown,no
39,self-employed,married,tertiary,1654,no,no,17,11,1,-1,0,unknown,no
57,housemaid,married,secondary,0,no,no,17,11,1,-1,0,unknown,no
48,blue-collar,married,primary,4656,no,no,17,11,1,-1,0,unknown,no
46,admini_management,married,tertiary,191,yes,no,17,11,1,-1,0,unknown,no
39,blue-collar,married,primary,108,no,no,17,11,1,-1,0,unknown,no
49,admini_management,married,tertiary,64,no,no,17,11,1,159,1,success,no
43,blue-collar,married,secondary,1865,yes,no,17,11,1,186,1,failure,no
48,blue-collar,married,secondary,17,yes,yes,17,11,1,-1,0,unknown,no
44,admini_management,married,tertiary,1034,no,no,17,11,1,-1,0,unknown,no
49,blue-collar,single,secondary,7,yes,yes,17,11,1,-1,0,unknown,no
37,admini_management,married,secondary,5447,yes,yes,17,11,1,-1,0,unknown,yes
44,blue-collar,single,secondary,275,no,no,17,11,1,-1,0,unknown,yes
40,blue-collar,married,secondary,17,no,no,17,11,1,-1,0,unknown,no
43,admini_management,married,tertiary,0,yes,no,17,11,1,-1,0,unknown,no
57,blue-collar,married,secondary,1540,yes,no,17,11,1,-1,0,unknown,yes
34,blue-collar,married,secondary,751,yes,yes,17,11,1,-1,0,unknown,yes
31,self-employed,single,tertiary,1454,no,no,17,11,1,-1,0,unknown,no
58,admini_management,married,tertiary,2764,no,no,17,11,1,-1,0,unknown,no
30,admini_management,married,tertiary,5381,no,no,17,11,1,-1,0,unknown,no
50,self-employed,married,secondary,0,yes,yes,17,11,1,-1,0,unknown,no
57,no_active_income,married,secondary,1749,no,no,17,11,2,-1,0,unknown,no
40,admini_management,married,secondary,0,yes,yes,17,11,1,-1,0,unknown,no
39,admini_management,married,secondary,313,yes,no,17,11,1,-1,0,unknown,no
33,admini_management,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
41,admini_management,married,tertiary,1272,yes,no,17,11,1,-1,0,unknown,no
38,admini_management,married,tertiary,1875,no,no,17,11,1,-1,0,unknown,no
46,admini_management,single,secondary,-60,no,no,17,11,1,-1,0,unknown,no
59,blue-collar,single,secondary,6284,yes,no,17,11,1,-1,0,unknown,no
44,admini_management,single,secondary,0,no,no,17,11,1,-1,0,unknown,no
57,blue-collar,married,secondary,1469,yes,no,17,11,1,-1,0,unknown,no
49,self-employed,married,secondary,2655,no,no,17,11,1,-1,0,unknown,no
57,admini_management,married,primary,1694,yes,no,17,11,1,-1,0,unknown,no
51,blue-collar,married,tertiary,0,no,no,17,11,1,-1,0,unknown,no
58,self-employed,married,secondary,318,yes,no,17,11,1,-1,0,unknown,no
48,blue-collar,married,primary,0,no,yes,17,11,1,-1,0,unknown,no
35,blue-collar,single,tertiary,1718,yes,yes,17,11,1,167,16,other,no
49,services,married,secondary,1084,yes,no,17,11,1,-1,0,unknown,no
54,admini_management,married,secondary,5249,yes,no,17,11,1,-1,0,unknown,no
55,admini_management,married,secondary,2410,yes,no,17,11,1,-1,0,unknown,no
50,admini_management,married,secondary,633,no,yes,17,11,1,111,6,failure,no
42,blue-collar,single,tertiary,35,yes,yes,17,11,1,115,5,other,no
38,self-employed,married,secondary,0,yes,yes,17,11,1,-1,0,unknown,no
37,blue-collar,married,tertiary,0,yes,no,17,11,1,-1,0,unknown,no
47,blue-collar,married,secondary,4403,yes,yes,17,11,1,-1,0,unknown,no
46,blue-collar,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
52,admini_management,married,tertiary,2063,yes,no,17,11,1,-1,0,unknown,no
42,blue-collar,married,secondary,69,yes,yes,17,11,1,-1,0,unknown,no
33,blue-collar,married,tertiary,326,yes,no,17,11,1,-1,0,unknown,no
47,blue-collar,married,secondary,410,yes,yes,17,11,1,-1,0,unknown,no
51,admini_management,married,secondary,113,yes,no,17,11,1,-1,0,unknown,no
56,no_active_income,married,secondary,2749,yes,yes,17,11,1,172,2,failure,no
51,self-employed,married,tertiary,209,no,no,17,11,1,111,2,failure,no
55,admini_management,married,tertiary,926,yes,no,17,11,1,-1,0,unknown,no
40,services,single,secondary,856,yes,no,17,11,1,-1,0,unknown,no
50,blue-collar,single,secondary,246,yes,no,17,11,1,123,2,failure,no
48,blue-collar,married,secondary,32,yes,yes,17,11,2,-1,0,unknown,no
54,blue-collar,married,primary,209,no,yes,17,11,1,-1,0,unknown,no
41,self-employed,single,tertiary,0,yes,no,17,11,1,-1,0,unknown,no
42,blue-collar,married,secondary,4466,no,no,17,11,2,-1,0,unknown,no
54,blue-collar,married,secondary,0,no,no,17,11,1,-1,0,unknown,no
58,admini_management,married,tertiary,7387,no,no,17,11,1,-1,0,unknown,no
50,self-employed,married,tertiary,5420,yes,no,17,11,1,-1,0,unknown,no
45,blue-collar,married,secondary,1415,yes,no,17,11,1,116,1,failure,no
46,blue-collar,single,tertiary,1448,no,no,17,11,1,-1,0,unknown,no
49,admini_management,married,secondary,272,yes,yes,17,11,1,-1,0,unknown,no
40,services,single,secondary,5766,yes,yes,17,11,2,173,1,failure,no
30,admini_management,married,tertiary,101,yes,no,17,11,1,123,1,failure,no
50,admini_management,married,tertiary,4,yes,yes,17,11,3,-1,0,unknown,no
58,admini_management,single,tertiary,0,no,no,17,11,1,-1,0,unknown,no
39,admini_management,married,tertiary,500,yes,no,17,11,1,178,2,other,no
36,admini_management,married,tertiary,5057,yes,no,17,11,1,166,10,failure,no
41,admini_management,single,tertiary,3013,yes,no,17,11,1,-1,0,unknown,no
52,services,married,tertiary,3094,yes,no,17,11,1,-1,0,unknown,no
40,admini_management,married,tertiary,5010,no,no,17,11,1,-1,0,unknown,no
58,admini_management,married,secondary,4962,no,yes,17,11,1,-1,0,unknown,no
54,admini_management,single,secondary,7089,no,no,17,11,1,-1,0,unknown,no
46,blue-collar,married,secondary,2348,no,no,17,11,1,-1,0,unknown,no
50,admini_management,married,tertiary,2479,no,no,17,11,1,-1,0,unknown,no
54,admini_management,married,secondary,865,yes,no,17,11,1,-1,0,unknown,no
56,no_active_income,married,secondary,450,no,no,17,11,1,-1,0,unknown,no
34,housemaid,married,tertiary,1265,yes,no,17,11,1,164,3,failure,no
57,admini_management,single,secondary,738,no,no,17,11,1,-1,0,unknown,no
54,admini_management,married,secondary,191,yes,yes,17,11,1,-1,0,unknown,no
48,admini_management,single,tertiary,8106,no,no,17,11,1,111,3,failure,no
45,blue-collar,single,secondary,30,yes,yes,17,11,1,-1,0,unknown,no
51,services,single,secondary,518,yes,no,17,11,1,-1,0,unknown,no
56,admini_management,married,primary,-155,yes,no,17,11,1,-1,0,unknown,no
59,admini_management,married,tertiary,0,no,no,17,11,2,110,2,failure,no
52,admini_management,single,secondary,48,no,yes,17,11,1,-1,0,unknown,no
53,services,married,secondary,1364,no,no,17,11,1,115,1,failure,no
42,self-employed,married,secondary,5564,no,no,17,11,2,-1,0,unknown,no
53,admini_management,single,tertiary,720,yes,no,17,11,1,-1,0,unknown,no
56,admini_management,single,tertiary,2126,yes,no,17,11,1,-1,0,unknown,no
46,admini_management,single,tertiary,46,no,yes,17,11,1,152,1,failure,no
52,no_active_income,married,secondary,5423,no,yes,17,11,1,115,1,failure,no
41,no_active_income,single,tertiary,-198,yes,no,17,11,1,-1,0,unknown,no
40,blue-collar,single,tertiary,1871,yes,no,17,11,1,-1,0,unknown,no
51,blue-collar,married,secondary,-355,yes,yes,17,11,2,-1,0,unknown,no
47,admini_management,married,tertiary,3505,no,no,17,11,2,-1,0,unknown,yes
58,no_active_income,married,secondary,8332,no,no,17,11,2,96,4,failure,no
50,admini_management,married,secondary,1575,no,no,17,11,1,-1,0,unknown,no
56,blue-collar,single,secondary,689,yes,no,17,11,1,103,4,failure,no
58,admini_management,married,tertiary,-565,yes,yes,17,11,2,-1,0,unknown,no
49,admini_management,single,tertiary,2370,yes,yes,17,11,1,103,2,other,no
42,admini_management,single,tertiary,328,yes,yes,17,11,1,-1,0,unknown,no
52,admini_management,married,tertiary,2578,no,no,17,11,1,-1,0,unknown,no
53,admini_management,married,secondary,1661,yes,yes,17,11,1,-1,0,unknown,no
49,admini_management,married,tertiary,6493,yes,no,17,11,1,-1,0,unknown,no
57,housemaid,married,tertiary,3760,no,no,17,11,1,-1,0,unknown,no
43,blue-collar,single,secondary,463,yes,no,17,11,2,-1,0,unknown,no
59,no_active_income,married,tertiary,135,yes,no,17,11,1,-1,0,unknown,no
45,admini_management,married,tertiary,77,yes,no,17,11,1,-1,0,unknown,no
52,blue-collar,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
50,no_active_income,single,secondary,2668,no,no,17,11,1,-1,0,unknown,no
52,blue-collar,single,secondary,1262,no,yes,17,11,1,-1,0,unknown,no
51,services,single,secondary,135,yes,yes,17,11,1,-1,0,unknown,no
51,services,married,secondary,1191,no,yes,17,11,1,-1,0,unknown,no
36,self-employed,married,tertiary,7343,no,no,17,11,1,-1,0,unknown,no
58,admini_management,single,tertiary,315,yes,no,17,11,2,-1,0,unknown,no
58,admini_management,single,tertiary,1573,yes,yes,17,11,1,-1,0,unknown,no
31,admini_management,single,tertiary,0,no,no,17,11,1,-1,0,unknown,no
31,admini_management,married,tertiary,1144,yes,yes,17,11,1,-1,0,unknown,no
33,admini_management,married,tertiary,685,no,no,17,11,1,-1,0,unknown,no
34,admini_management,single,tertiary,621,yes,no,17,11,1,-1,0,unknown,no
53,blue-collar,single,tertiary,2228,no,no,17,11,1,-1,0,unknown,yes
48,blue-collar,married,secondary,1039,yes,no,17,11,1,-1,0,unknown,no
42,admini_management,single,tertiary,0,no,no,17,11,1,-1,0,unknown,no
51,blue-collar,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
46,admini_management,married,secondary,1306,yes,no,17,11,1,-1,0,unknown,no
34,admini_management,single,secondary,0,yes,no,17,11,1,174,2,failure,no
45,blue-collar,single,secondary,819,no,yes,17,11,1,-1,0,unknown,no
47,blue-collar,married,secondary,33,no,no,17,11,1,-1,0,unknown,no
31,admini_management,married,tertiary,898,no,no,17,11,1,-1,0,unknown,no
47,admini_management,married,tertiary,2919,yes,no,17,11,1,-1,0,unknown,no
35,admini_management,married,tertiary,1108,yes,no,17,11,1,-1,0,unknown,no
39,admini_management,single,primary,0,yes,yes,17,11,1,-1,0,unknown,no
32,admini_management,single,secondary,4344,yes,no,17,11,2,118,3,failure,no
40,blue-collar,married,secondary,1952,yes,no,17,11,1,-1,0,unknown,no
56,admini_management,married,tertiary,2551,yes,no,17,11,2,-1,0,unknown,no
54,blue-collar,married,secondary,472,yes,yes,17,11,2,150,1,failure,no
45,blue-collar,single,secondary,1171,yes,no,17,11,1,-1,0,unknown,no
59,no_active_income,single,secondary,514,yes,no,17,11,1,188,1,other,no
30,admini_management,single,tertiary,1435,yes,no,17,11,3,-1,0,unknown,no
41,blue-collar,single,secondary,0,yes,no,17,11,2,-1,0,unknown,no
45,admini_management,single,secondary,597,no,yes,17,11,1,-1,0,unknown,no
59,admini_management,married,primary,252,yes,yes,17,11,1,175,2,failure,no
40,blue-collar,married,secondary,0,yes,no,17,11,2,196,1,failure,no
45,admini_management,single,tertiary,6572,yes,no,17,11,2,-1,0,unknown,no
46,admini_management,single,secondary,10,yes,no,17,11,1,-1,0,unknown,no
45,admini_management,married,secondary,4425,no,no,17,11,1,110,2,failure,no
43,blue-collar,single,secondary,-36,yes,no,17,11,1,104,1,failure,no
30,admini_management,single,secondary,18,yes,no,17,11,1,-1,0,unknown,no
46,blue-collar,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
57,admini_management,married,secondary,92,no,yes,17,11,3,-1,0,unknown,no
55,no_active_income,married,secondary,4230,no,yes,17,11,3,-1,0,unknown,no
43,blue-collar,married,secondary,0,no,yes,17,11,2,193,3,failure,no
55,self-employed,single,tertiary,1730,no,no,17,11,2,118,3,failure,no
48,blue-collar,married,secondary,295,no,yes,17,11,2,-1,0,unknown,no
42,no_active_income,married,secondary,4544,no,no,17,11,2,-1,0,unknown,no
49,services,married,secondary,202,yes,no,17,11,2,104,1,failure,yes
49,self-employed,married,tertiary,313,yes,no,17,11,2,188,2,failure,no
46,admini_management,married,tertiary,716,yes,yes,17,11,1,-1,0,unknown,no
43,self-employed,married,tertiary,0,yes,no,17,11,1,-1,0,unknown,no
39,blue-collar,single,primary,419,yes,no,17,11,1,181,1,failure,no
37,blue-collar,married,secondary,344,yes,yes,17,11,1,-1,0,unknown,no
40,admini_management,single,tertiary,0,no,yes,17,11,1,-1,0,unknown,no
37,self-employed,single,tertiary,1467,yes,yes,17,11,1,-1,0,unknown,no
38,self-employed,married,tertiary,0,yes,no,17,11,1,-1,0,unknown,no
48,admini_management,married,primary,427,no,no,17,11,1,-1,0,unknown,no
45,admini_management,single,secondary,0,yes,no,17,11,1,-1,0,unknown,no
58,admini_management,married,secondary,3735,no,no,17,11,2,-1,0,unknown,no
43,admini_management,married,tertiary,279,yes,no,17,11,1,-1,0,unknown,no
56,admini_management,married,secondary,1270,yes,no,17,11,2,165,2,other,no
58,no_active_income,single,secondary,-370,no,no,17,11,1,-1,0,unknown,no
54,no_active_income,single,secondary,380,no,no,17,11,2,-1,0,unknown,yes
35,admini_management,married,tertiary,209,yes,no,17,11,1,-1,0,unknown,no
36,admini_management,married,tertiary,441,yes,yes,17,11,2,-1,0,unknown,no
33,admini_management,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
43,blue-collar,married,secondary,536,yes,no,17,11,1,-1,0,unknown,no
53,admini_management,single,tertiary,5187,no,yes,17,11,2,-1,0,unknown,no
46,self-employed,single,secondary,1029,no,no,17,11,2,-1,0,unknown,no
45,no_active_income,single,secondary,0,yes,no,17,11,2,-1,0,unknown,no
44,admini_management,married,secondary,4826,yes,no,17,11,1,185,4,other,no
42,services,married,secondary,1048,yes,no,17,11,1,186,1,failure,no
54,services,single,secondary,2398,yes,no,17,11,1,-1,0,unknown,no
35,blue-collar,married,secondary,0,yes,yes,17,11,1,-1,0,unknown,no
39,admini_management,married,primary,0,no,no,17,11,1,-1,0,unknown,no
42,blue-collar,married,secondary,179,yes,no,17,11,1,-1,0,unknown,no
41,admini_management,married,secondary,71,yes,no,17,11,1,-1,0,unknown,no
32,blue-collar,single,primary,1918,yes,no,17,11,1,-1,0,unknown,no
47,self-employed,married,secondary,2192,yes,no,17,11,1,-1,0,unknown,no
45,services,married,secondary,4005,yes,no,17,11,1,-1,0,unknown,no
36,services,married,secondary,0,no,no,17,11,1,-1,0,unknown,no
35,services,single,secondary,2223,no,no,17,11,3,-1,0,unknown,no
41,blue-collar,married,secondary,112,yes,no,17,11,1,131,1,failure,no
53,admini_management,single,tertiary,493,yes,yes,17,11,3,-1,0,unknown,no
32,admini_management,single,tertiary,0,yes,yes,17,11,2,-1,0,unknown,no
35,admini_management,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
44,services,married,secondary,163,yes,no,17,11,1,-1,0,unknown,no
41,blue-collar,married,secondary,3029,yes,no,17,11,2,-1,0,unknown,no
53,blue-collar,single,secondary,6164,yes,no,17,11,1,-1,0,unknown,no
51,blue-collar,married,secondary,563,yes,no,17,11,1,123,3,failure,no
31,admini_management,married,secondary,1246,yes,no,17,11,2,-1,0,unknown,no
36,blue-collar,married,secondary,1797,yes,yes,17,11,1,181,2,failure,no
49,admini_management,married,tertiary,7007,no,no,17,11,2,-1,0,unknown,no
52,blue-collar,married,tertiary,3440,yes,no,17,11,1,131,1,failure,no
36,no_active_income,married,secondary,16,yes,yes,17,11,2,-1,0,unknown,no
56,admini_management,married,primary,13,no,no,17,11,1,-1,0,unknown,no
56,admini_management,single,tertiary,968,no,no,17,11,1,-1,0,unknown,no
44,admini_management,single,tertiary,300,yes,no,17,11,1,-1,0,unknown,no
58,admini_management,married,secondary,2747,no,no,17,11,2,-1,0,unknown,no
57,admini_management,married,tertiary,-24,yes,no,17,11,1,-1,0,unknown,no
48,services,single,secondary,361,no,no,17,11,1,-1,0,unknown,no
32,admini_management,married,tertiary,81,yes,no,17,11,1,-1,0,unknown,no
44,blue-collar,married,secondary,508,yes,no,17,11,1,-1,0,unknown,no
58,admini_management,single,secondary,321,no,yes,17,11,2,-1,0,unknown,no
42,self-employed,married,tertiary,373,no,no,17,11,1,154,3,failure,no
38,admini_management,married,secondary,3840,yes,yes,17,11,1,-1,0,unknown,no
56,admini_management,single,tertiary,2096,no,no,17,11,2,-1,0,unknown,no
45,blue-collar,married,secondary,2020,yes,no,17,11,1,131,1,failure,no
35,self-employed,married,secondary,24,yes,no,17,11,1,181,1,failure,no
46,admini_management,single,secondary,-637,yes,no,17,11,1,-1,0,unknown,no
38,admini_management,married,tertiary,425,yes,no,17,11,1,181,1,failure,no
40,blue-collar,married,primary,69,yes,no,17,11,1,-1,0,unknown,no
47,blue-collar,married,secondary,80,no,yes,17,11,1,145,1,failure,no
41,admini_management,married,primary,5310,yes,no,17,11,1,-1,0,unknown,yes
56,admini_management,married,tertiary,935,yes,no,17,11,1,-1,0,unknown,no
33,admini_management,married,tertiary,585,yes,no,17,11,1,-1,0,unknown,no
52,self-employed,married,tertiary,0,yes,no,17,11,2,-1,0,unknown,no
48,admini_management,single,tertiary,757,yes,no,17,11,1,-1,0,unknown,no
45,admini_management,single,tertiary,3150,yes,no,17,11,2,-1,0,unknown,no
32,blue-collar,married,secondary,5,yes,no,17,11,1,-1,0,unknown,no
43,self-employed,married,secondary,634,yes,no,17,11,1,131,1,failure,no
33,blue-collar,married,secondary,0,yes,no,17,11,3,181,1,other,no
46,admini_management,married,tertiary,9678,yes,no,17,11,1,-1,0,unknown,no
40,blue-collar,single,secondary,677,yes,no,17,11,1,171,5,other,no
52,admini_management,married,tertiary,0,yes,no,17,11,2,-1,0,unknown,no
54,blue-collar,married,secondary,899,no,yes,17,11,1,145,1,other,no
55,no_active_income,married,secondary,1504,yes,yes,17,11,1,-1,0,unknown,yes
50,admini_management,married,tertiary,830,no,no,17,11,1,138,2,failure,no
51,self-employed,single,tertiary,1357,yes,no,17,11,3,-1,0,unknown,no
38,admini_management,single,tertiary,0,yes,no,17,11,2,-1,0,unknown,no
54,admini_management,married,tertiary,-1415,yes,yes,17,11,1,-1,0,unknown,no
56,admini_management,married,tertiary,0,no,no,17,11,1,-1,0,unknown,no
54,services,married,secondary,2719,yes,no,17,11,2,171,2,failure,no
56,services,single,primary,588,no,no,17,11,2,-1,0,unknown,no
44,no_active_income,married,secondary,0,yes,no,17,11,1,195,2,failure,no
45,self-employed,married,tertiary,0,yes,no,17,11,1,-1,0,unknown,no
42,blue-collar,married,secondary,1657,yes,yes,17,11,1,-1,0,unknown,no
53,self-employed,married,tertiary,2289,yes,yes,17,11,1,-1,0,unknown,no
46,self-employed,single,tertiary,567,yes,no,17,11,2,-1,0,unknown,no
56,admini_management,single,tertiary,722,no,no,17,11,2,-1,0,unknown,no
53,services,single,primary,200,no,no,17,11,3,-1,0,unknown,no
59,admini_management,married,tertiary,1783,no,yes,17,11,2,-1,0,unknown,yes
43,blue-collar,single,secondary,-259,no,no,17,11,1,171,2,other,no
37,admini_management,married,tertiary,785,yes,no,17,11,2,-1,0,unknown,no
51,admini_management,married,tertiary,248,yes,yes,17,11,2,126,3,failure,no
44,admini_management,married,tertiary,226,yes,no,17,11,3,-1,0,unknown,no
36,admini_management,married,secondary,746,yes,no,17,11,3,-1,0,unknown,no
52,admini_management,married,tertiary,4504,yes,no,17,11,2,-1,0,unknown,no
42,blue-collar,single,secondary,-15,no,no,17,11,1,145,1,failure,no
32,admini_management,married,tertiary,6274,yes,no,17,11,2,-1,0,unknown,no
53,no_active_income,single,secondary,-741,yes,yes,17,11,1,-1,0,unknown,no
52,admini_management,married,tertiary,2920,yes,no,17,11,2,-1,0,unknown,no
41,blue-collar,married,secondary,2152,yes,no,17,11,1,-1,0,unknown,no
46,admini_management,married,tertiary,189,yes,no,17,11,1,-1,0,unknown,no
34,admini_management,single,secondary,601,no,no,17,11,3,-1,0,unknown,no
42,services,single,secondary,877,no,no,17,11,2,-1,0,unknown,no
40,services,married,secondary,28,no,no,17,11,1,-1,0,unknown,no
46,services,single,secondary,0,no,no,17,11,1,150,3,success,no
48,admini_management,married,tertiary,5326,no,no,17,11,2,-1,0,unknown,no
55,housemaid,married,primary,1563,yes,no,17,11,2,-1,0,unknown,no
45,admini_management,married,tertiary,1932,yes,no,17,11,1,-1,0,unknown,no
48,admini_management,single,tertiary,1144,yes,no,17,11,1,-1,0,unknown,no
41,blue-collar,married,primary,4593,yes,yes,17,11,1,-1,0,unknown,no
36,blue-collar,married,tertiary,99,yes,yes,17,11,1,-1,0,unknown,no
50,admini_management,married,tertiary,4,no,no,17,11,1,96,2,failure,no
43,admini_management,married,secondary,2576,yes,no,17,11,2,-1,0,unknown,no
44,admini_management,married,tertiary,1451,yes,no,17,11,3,150,12,failure,no
52,admini_management,married,tertiary,1319,yes,no,17,11,1,-1,0,unknown,no
38,blue-collar,single,secondary,1012,yes,yes,17,11,1,-1,0,unknown,no
41,no_active_income,married,primary,557,yes,no,17,11,1,173,1,failure,no
52,no_active_income,married,secondary,5057,no,no,17,11,1,-1,0,unknown,no
46,blue-collar,married,primary,2749,yes,no,17,11,1,-1,0,unknown,no
40,blue-collar,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
42,admini_management,single,secondary,1143,yes,yes,17,11,1,-1,0,unknown,no
41,self-employed,married,secondary,0,yes,no,17,11,1,-1,0,unknown,yes
37,admini_management,single,tertiary,600,yes,no,17,11,2,196,1,failure,no
53,admini_management,married,secondary,350,no,yes,17,11,3,132,2,failure,no
55,blue-collar,married,tertiary,0,no,no,17,11,1,-1,0,unknown,no
53,self-employed,married,secondary,248,no,yes,17,11,1,126,3,failure,no
49,admini_management,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
39,self-employed,married,tertiary,2,yes,no,17,11,1,-1,0,unknown,no
52,blue-collar,married,secondary,1818,no,yes,17,11,2,111,4,failure,no
36,admini_management,single,tertiary,3837,yes,no,17,11,1,193,1,success,no
50,admini_management,single,secondary,202,no,yes,17,11,1,-1,0,unknown,no
38,admini_management,married,secondary,242,no,no,17,11,2,-1,0,unknown,no
35,self-employed,single,tertiary,16,no,no,17,11,2,-1,0,unknown,no
37,admini_management,married,tertiary,0,yes,no,17,11,2,119,1,failure,no
44,admini_management,married,tertiary,58,yes,no,17,11,1,126,3,failure,no
59,admini_management,single,tertiary,3552,yes,no,17,11,1,123,7,other,no
32,admini_management,married,secondary,0,yes,yes,17,11,2,195,2,failure,no
37,admini_management,married,secondary,131,no,no,17,11,2,-1,0,unknown,no
53,no_active_income,married,secondary,38,yes,no,17,11,1,-1,0,unknown,no
33,self-employed,single,tertiary,2155,no,no,17,11,1,-1,0,unknown,no
35,self-employed,married,tertiary,560,yes,no,17,11,1,-1,0,unknown,no
41,admini_management,married,tertiary,20,yes,no,17,11,1,151,2,failure,no
37,services,married,secondary,-954,yes,no,17,11,1,180,3,failure,no
43,housemaid,married,primary,0,no,yes,17,11,1,129,2,failure,no
51,blue-collar,married,primary,230,yes,no,17,11,1,195,1,failure,no
56,admini_management,married,tertiary,505,yes,yes,17,11,1,172,2,failure,no
44,blue-collar,married,primary,93,yes,no,17,11,1,-1,0,unknown,no
44,services,married,secondary,3843,yes,no,17,11,1,150,2,other,no
56,admini_management,single,primary,109,no,yes,17,11,1,129,18,other,no
34,admini_management,single,tertiary,2347,no,yes,17,11,1,-1,0,unknown,no
36,blue-collar,married,secondary,1392,no,yes,17,11,1,-1,0,unknown,no
48,no_active_income,married,secondary,264,yes,yes,17,11,2,-1,0,unknown,no
59,admini_management,married,tertiary,3640,no,no,17,11,2,-1,0,unknown,no
58,admini_management,married,tertiary,1831,no,no,17,11,1,-1,0,unknown,no
49,admini_management,single,tertiary,1904,no,yes,17,11,2,-1,0,unknown,no
47,blue-collar,married,secondary,734,yes,no,17,11,3,-1,0,unknown,no
37,admini_management,married,tertiary,620,yes,no,17,11,3,-1,0,unknown,no
39,self-employed,married,tertiary,5,yes,no,17,11,2,131,1,other,no
38,blue-collar,married,secondary,821,yes,yes,17,11,2,180,1,failure,no
31,blue-collar,married,secondary,0,yes,no,17,11,2,-1,0,unknown,no
50,admini_management,married,tertiary,4654,no,no,17,11,2,-1,0,unknown,no
42,blue-collar,married,primary,275,no,no,17,11,2,109,9,failure,no
34,admini_management,single,tertiary,1049,yes,no,17,11,2,129,1,failure,no
51,blue-collar,married,secondary,1414,yes,no,17,11,3,186,2,failure,no
59,admini_management,married,secondary,2145,no,no,17,11,2,-1,0,unknown,no
41,admini_management,married,tertiary,653,yes,no,17,11,2,-1,0,unknown,no
43,blue-collar,married,secondary,-210,yes,no,17,11,2,-1,0,unknown,no
30,blue-collar,single,secondary,163,yes,no,17,11,3,-1,0,unknown,no
38,blue-collar,married,primary,0,yes,no,17,11,2,193,2,failure,no
49,admini_management,married,secondary,1058,no,no,17,11,3,-1,0,unknown,no
41,admini_management,single,tertiary,7595,no,no,17,11,2,-1,0,unknown,no
47,admini_management,married,secondary,794,yes,yes,17,11,2,-1,0,unknown,no
56,housemaid,married,primary,1168,no,no,17,11,2,-1,0,unknown,no
53,no_active_income,married,tertiary,2269,no,no,17,11,2,150,1,success,yes
